"name.common.worktable"|"spec"|"Exploited"|"general.taxonomic.group"|"Specific.taxonomic.group"|"habitat.horizontal"|"habitat.vertical"|"habitat.specific"|"depth"|"temperature"|"diet"|"mat.age.yr"|"mat.len.cm"|"size.max.len.cm"|"size.max.mass.kg"|"age.max.yr"|"fecundity.eggs.per.female"|"observations.of.interest"|"Needs.more.work"|"Notes"|"end"
"Cusk"|15|"yes"|"fish"|"Gadoid"|"shelf;slope"|"demersal"|"hard bottom;rock;rough bottom"|"18;550"|"0;10"|"benthivore/piscivore:crabs;molluscs;starfish;flatfish;gurnard"|"4.7(males);6.5(females)"|"43.5(males);50.7(females)"|101|12.3|20|"100,000;4,000,000"|"Salinity: 32;34ppt.  Preyed on by seals."|||"XXXXX"
"Fourbeard Rockling"|114|"no"|"fish"|"Gadoid"|"inshore;slope"|"demersal"|"mud;sand;gravel"|"54.9;550"|"temperate"|"benthivore:brown shrimp;isopods;prawns;polychaetes;molluscs"|3|25|41|0.16|9|"5000;45,000"|"Nocturnal"|"ftp://ftp.fao.org/docrep/fao/009/t0243e/T0243E07.pdf, http://fishbull.noaa.gov/04dereef.pdf"||"XXXXX"
"Rockling Hake"|195||"fish"|"Gadoid"||||||||||||||||"XXXXX"
"Silver (Arctic) Rockling"|116|"no"|"fish"|"Gadoid"|"oceanic"|"bathydemersal"|"gravel;sand;mud;shells;stones"|"400;500(max:2260)"|"0.5;3.1"|"benthivore/zooplanktivore/piscivore:decapods;amphipods;euphausiids;sometimes fishes"|"?"||41.2|||||||"XXXXX"
"Threebeard Rockling"|115|"no"|"fish"|"Gadoid"|"shelf edge;oceanic"|"benthopelagic"||"0;1500"|" -0.2;2.47"|"benthivore"|"?"||42|||||||"XXXXX"
"Rockling"|119||"fish"|"Gadoid"||||||||||||||||"XXXXX"
"Blue Ling"|56||"fish"|"Gadoid"||"demersal"|"mud.  non migratory"|"150;1000:prefers 350;500"|"temperate"|"benthivore/piscivore:flatfish;gobies;rocklings;crustaceans"|||155|30|20|||||"XXXXX"
"European Ling"|55|"yes"|"fish"|"Gadoid"||"demersal"|"Europe;rock"|"caught on Grand Bank at 88;100, overall 100;1000"|"temperate"|"benthivore/piscivore:cod;herring;flatfish;lobsters;cephalopods;starfish"|||200|45|25|60,000,000||||"XXXXX"
"Longnose Grenadier (Saddled?)"|413|"no"|"fish"|"Gadoid"|"slope"|"demersal"|||||||48|||||||"XXXXX"
"Rock Grenadier (Roundnose)"|414|"yes"|"fish"|"Gadoid"|"inshore;shelf;slope"|"pelagic"|"pelagic:Diurnal vertical migrations"|"400;1000"|"3.5;4.5"|"zooplanktivore/piscivore:myscids;euphausiids;squid;myctophids;bathylagids;cottids"||||||||||"XXXXX"
"Coryphaenoides Leptolepis, Ghostly Grenadier"|1042||"fish"|"Gadoid"||"demersal"||"610;4000"|||||62|||||||"XXXXX"
"Roughhead Grenadier"|411|"no"|"fish"|"Gadoid"|"slope"|"benthopelagic"||"180;500"|"1;4"|"benthivore:amphipods;polychaetes;crustaceans;molluscs"|||110||25|10,000||||"XXXXX"
"American Straptail Grenadier"|409|"no"|"fish"|"Gadoid"|"slope"|"demersal"||"140;1945"||"feeds on pelagic crustaceans"|||45|"?"|"?"||"rare"|||"XXXXX"
"Armoured Grenadier"|998||"fish"|"Gadoid"|||||||||||||"Coryphaenoides armatus"|||"XXXXX"
"Marlin-Spike Grenadier"|410|"no"|"fish"|"Gadoid"|"inshore;shelf;slope"|"demersal;benthopelagic"|"mud.  non migratory"|"16;2285:  503;775 (Grand Bank)  274;366 (Scotian Shelf)"|"3;4 (Grand Bank) 5;8 (Scotian Shelf)"|"zooplanktivore: Euphausiids;amphipods"|||40||11|||||"XXXXX"
"Nezumia Longibarbatus"|1044||"fish"|"Gadoid"||"bathypelagic"||"1440;1710"|||||40.5|||||2||"XXXXX"
"Nezumia Longibarbatus"|1044||"fish"|"Gadoid"||||||||||||||2||"XXXXX"
"Nezumia Sclerorynchus"|1045||"fish"|"Gadoid"||||||||||||||2||"XXXXX"
"Nezumia Sclerorhyuchus"|1015||"fish"|"Gadoid"||"bathypelagic"||"130;3200  (450;730 generally)"||"small crustaceans and polychaetes"|||36|||||2||"XXXXX"
"Nezumia"|1013||"fish"|"Gadoid"||||||||||||||2||"XXXXX"
"Nezumia"|1043||"fish"|"Gadoid"||||||||||||||2||"XXXXX"
"Roughnose Grenadier"|412|"no"|"fish"|"Gadoid"||"benthopelagic"||700|"temperate"||||38|||||||"XXXXX"
"Trachyrhynchus"|1053||"fish"|"Gadoid"||||||||||||||||"XXXXX"
"Grenadiers"|416||"fish"|"Gadoid"||||||||||||||||"XXXXX"
"Melanonus Zugmayeri"|357||"fish"|"Gadoid"||||||||||||||||"XXXXX"
"Off-Shore Hake"|19|"yes?"|"fish"|"Gadoid"|"shelf edge;slope"|"bathydemersal"||"80;1170: 183;260 on LaHave Bank"|"8;10"|"benthivore/piscivore: lanternfish;merlucciids;squid;crustaceans"|||70|4.1||||1||"XXXXX"
"Silver Hake"|14|"yes"|"fish"|"Gadoid"|"inshore (summer) to shelf edge"|"demersal"|"sand"|"0;910"|"6;8"|"piscivore:gadids;herring;myctophids;smelts etc."|1.7|"22.3(males); 23.1(females)"|76|2.3|12||"Preyed on by cod, pollock, swordfish, spiny dogfish. Cannibalistic.  Compete with red hake for food.  Seasonal inshore/offshore migration."|||"XXXXX"
"Hake"|35|"yes"|"fish"|"Gadoid"||"demersal"||||||||||||||"XXXXX"
"Blue Antimora/Hake"|113|"no"|"fish"|"Gadoid"|"slope"|"benthopelagic"|"mud;dominant at these depths"|"350;3000"|2.7|"benthivore:crustaceans;squids"|"?"||75|||1,000,000||||"XXXXX"
"Beardless codling"|354|"no"|"fish"|"Gadoid"|"slope"|"benthopelagic"|"sand"|"200;800"|"subtropical"||||23||||||"Genus renamed from : Brosmiculus"|"XXXXX"
"Dainty Mora (Slender codling)"|109|"no"|"fish"|"Gadoid"|"slope"|"bathypelagic"||"450;3000"|"3.8;4.1"|"zooplanktivore: Euphasiid;crustaceans;squid"|||"27.4 (in W. Atlantic)"|||||||"XXXXX"
"Laemonema Barbatula"|319||"fish"|"Gadoid"||||||||||||||||"XXXXX"
"Laemonema"|1041||"fish"|"Gadoid"||||||||||||||||"XXXXX"
"Laenomena"|1012||"fish"|"Gadoid"||||||||||||||||"XXXXX"
"Lepidion Eques"|108|"no"|"fish"|"Gadoid"|"shelf"|"pelagic"||"385;775"|"3.4;4.4"|"shrimp;polychaetes"|||44|||||||"XXXXX"
"Little Morid, Hakeling"|757||"fish"|"Gadoid"||"benthopelagic"||"0;139"|"subtropical"||||10.6|||||||"XXXXX"
"Svetovidovia"|297||"fish"|"Gadoid"||||||||||||||||"XXXXX"
"Moras"|194||"fish"|"Gadoid"||||||||||||||||"XXXXX"
"Longfin Hake"|112|"yes"|"fish"|"Gadoid"|"shelf edge;slope"|"demersal;benthopelagic"|"non-migratory"|"300;450 in Canada; 90;1400 overall"|"1.6;9.7  (3.5;6.5 generally)"|"euphasiids;amphipods;shrimps;molluscs;fish"|||42|||"450,000;1,305,700"||||"XXXXX"
"Red Hake"|13|"yes"|"fish"|"Gadoid"|"shelf"|"demersal"|"sand;mud"|"37;364 (prefer 73;126)"|"5;12 (prefer 8;10)"|"benthivore/piscivore:amphipods;decapods;cupeids;gadids;mackerel"|"1.4(males); 1.8(females)"|"22(males); 27(females)"|66|3.6|14||"Inshore migration in Spring and offshore migration in Fall. But no significant migrations on Scotian Shelf.  Juveniles live in scallop shells, and stay on scallop beds until mature."|"http://www.nefsc.noaa.gov/publications/tm/tm133/tm133.pdf"||"XXXXX"
"Spotted Hake"|111|"no"|"fish"|"Gadoid"|"shelf;oceanic"|"demersal"||"0;494"|"warm water;subtropical"|"crustaceans"|||41|||||||"XXXXX"
"White Hake"|12|"yes"|"fish"|"Gadoid"|"shelf;slope"|"demersal"|"mud"|"200;1000 preferred"|"5;11"|"piscivore/benthivore:(eat more fish than red hake);herring;hake sp.;mackerel;shrimp"|"2.5(males);2.8(females)"|"32.7(males);35.1(females)"|135|22.3|20|"4,000,000;15,000,000"|"Possibly susceptible to oil spills by consuming oil globules. Preyed on by seals, cod.  Cannibalistic."|||"XXXXX"
"Hake (Urophycis)"|193|"yes"|"fish"|"Gadoid"||"demersal"||||||||||||||"XXXXX"
"Hake"|18||"fish"|"Gadoid"||||||"benthivore/piscivore"||||||||||"XXXXX"
"Gadoids"|101||"fish"|"Gadoid"||||||||||||||||"XXXXX"
"Ceratioidei"|687||"fish"|"anglerfish"||||||||||||||||"XXXXX"
"Ocellated Frogfish"|397|"no"|"fish"|"anglerfish"|"shelf"|"demersal"|"rocky;reefs"|"1;150"|||||38|||||||"XXXXX"
"Antennarius"|375||"fish"|"anglerfish"||||||||||||||||"XXXXX"
"Sargassumfish"|399||"fish"|"anglerfish"||"pelagic"|"reefs;sargassum weed;floating objects"|"0;11"|"tropical;subtropical"|"piscivore:fish;shrimp"|||20||||"Feeds on fish and shrimp found in floating weeds. Solitary."|||"XXXXX"
"Frogfishes"|398||"fish"|"anglerfish"||||"shallow"||||||||||||"XXXXX"
"Fanfin-Angler"|405|"no"|"fish"|"anglerfish"||"bathypelagic"||"500;3000: 100;1500"|||||20|"?"|"?"||"Parasitic males"|||"XXXXX"
"Fanfin-Angler"|415||"fish"|"anglerfish"||"bathypelagic"||"500;3000"|||||11||||"most likely one species: C. jordani"|||"XXXXX"
"Deepsea Angler"|401|"no"|"fish"|"anglerfish"||"bathypelagic"||"0;3400"|||||120||||"Parasitic male"|||"XXXXX"
"Triple Wart Sea Devil"|402|"no"|"fish"|"anglerfish"||"bathypelagic"||"0;2091"|||||44||||"Parasitic males"|||"XXXXX"
"Gapper"|530||"fish"|"anglerfish"|"slope"|"bathydemersal"||"90;730"|||||20|||||||"XXXXX"
"Gigantactis Vanhoeffeni"|867||"fish"|"anglerfish"||"bathypelagic"||"300;5300"|||||34||||"Rarely caught"|||"XXXXX"
"Gigantactis"|418||"fish"|"anglerfish"||||||||||||||||"XXXXX"
"Atlantic Footballfish"|403|"no"|"fish"|"anglerfish"||"bathypelagic"||"?;830"|"tropical;temperate"||||60||||"Males reach 4cm"|||"XXXXX"
"Himantolophus"|404||"fish"|"anglerfish"||||||||||||||||"XXXXX"
"Edriolychnus Schmidti"|904||"fish"|"anglerfish"|||||||||||||"Synonym: Haplophryne mollis"|||"XXXXX"
"Linophryne Algibarbata"|406||"fish"|"anglerfish"||"bathypelagic"||||||||||||||"XXXXX"
"Linophryne Brevibarbis"|903||"fish"|"anglerfish"||||||||||||||1|"Linophryne Macrodon (905)"|"XXXXX"
"Linophryne Coronata"|407||"fish"|"anglerfish"||"bathypelagic;mesopelagic"|||||||22.5|||||||"XXXXX"
"Linophryne Lucifera"|408||"fish"|"anglerfish"||"bathypelagic"|||||||16.45|||||||"XXXXX"
"Linophryne Macrodon"|905||"fish"|"anglerfish"||"bathypelagic"|||||||9.1|||||||"XXXXX"
"Linophryne"|554||"fish"|"anglerfish"||"bathypelagic"||"200;4000"||||||||||||"XXXXX"
"Linophrynidae"|902||"fish"|"anglerfish"||||||||||||||||"XXXXX"
"Monkfish"|400|"yes"|"fish"|"anglerfish"|"inshore;shelf"|"demersal"|"gravel;clay"|"0;800"|"0;21"|"benthivore/piscivore:fish;invertebrates;seabirds"|"3(males);4(females)"|"37(males);49(females)"|120|22.7|12|"300,000;3,200,000"|"Sometimes preyed on by swordfish"|||"XXXXX"
"Melanocetus Johnsoni"|760|"no"|"fish"|"anglerfish"||"bathypelagic"||"0;2091"|"tropical;subtropical"||||18||||"Males 2cm, non-parasitic"|||"XXXXX"
"Melanocetus Murrayi"|955||"fish"|"anglerfish"||"bathypelagic"|||||||12||||"Males 2cm, non-parasitic"|||"XXXXX"
"Melanocetus"|373||"fish"|"anglerfish"||||||||||||||||"XXXXX"
"Pancake (Spiny) Batfish"|844||"fish"|"anglerfish"||||||||||||||||"XXXXX"
"Batfishes"|694||"fish"|"anglerfish"||||||||||||||||"XXXXX"
"Atlantic Batfish"|742||"fish"|"anglerfish"|"shelf edge;slope"|"bathydemersal"|"mud;sand"|"274;1300"|"3.5;7.9"|"benthivore: mainly polychaetes;benthic amphipods;bivalve molluscs;brittle stars;starfish;sea spiders"|||39.4||||"Adults are luminous."|||"XXXXX"
"Chaenophryne Draco"|936||"fish"|"anglerfish"||"mesopelagic"||"500;825"|||||||||"Male dwarfed and non parasitic"|||"XXXXX"
"Chaenophryne Longiceps"|761||"fish"|"anglerfish"||"bathypelagic;mesopelagic"||"mostly below 850m"|||||17|||||||"XXXXX"
"Danaphryne Nigrifilis"|962||"fish"|"anglerfish"||||||||||||||||"XXXXX"
"Dolopichthys Allector"|762|"no"|"fish"|"anglerfish"||"bathypelagic"||||||||||||||"XXXXX"
"Leptacanthichthys Gracili"|764||"fish"|"anglerfish"||"bathypelagic"|||||||6.9||||"Male is parasitic"|||"XXXXX"
"Lophodolus Acanthognatus"|765||"fish"|"anglerfish"||"bathypelagic"||"650;1500"|||||7|||||||"XXXXX"
"Microlophichthys Microlop"|766||"fish"|"anglerfish"||"bathypelagic;mesopelagic"||2000|||||4.8|||||||"XXXXX"
"Oneirodes Epithales, Nightmare Dreamer"|996||"fish"|"anglerfish"||"bathypelagic"|||||||12.8|||||||"XXXXX"
"Oneirodes Eschrichtii, Bulbous Dreamer"|767||"fish"|"anglerfish"||"mesopelagic"||"500;1100"|||||28.8|||||||"XXXXX"
"Oneirodes"|768||"fish"|"anglerfish"||||||||||||||||"XXXXX"
"Angler"|997||"fish"|"anglerfish"||"bathypelagic"||"1000;3600"|||||12|||||||"XXXXX"
"F.Oneirodidae"|683||"fish"|"anglerfish"||||||||||||||||"XXXXX"
"Lasiognathus Beebei"|763||"fish"|"anglerfish"||"bathypelagic"|"North Atlantic"|"0;1100"||"piscivore:and occasionally invertebrates"|||11.2||||"Males probably not parasitic"|||"XXXXX"
"Lophiiformes"|298||"fish"|"anglerfish"||||||||||||||||"XXXXX"
"Bearded Brotula"|940||"fish"|"pearlfish"||||||||||||||||"XXXXX"
"Bythitidae"|655||"fish"|"pearlfish"||||||||||||||||"XXXXX"
"Carapid"|953||"fish"|"pearlfish"||||||||||||||||"XXXXX"
"Chain Pearlfish"|37||"fish"|"pearlfish"||||||||||||||||"XXXXX"
"Bassogigas Profundissimus"|1048||"fish"|"pearlfish"||||||||||||||||"XXXXX"
"Bassogigas"|1047||"fish"|"pearlfish"||||||||||||||||"XXXXX"
"Bassozetus Taenia"|1049||"fish"|"pearlfish"||||||||||||||||"XXXXX"
"Bathyonus Laticeps"|1051||"fish"|"pearlfish"||||||||||||||||"XXXXX"
"Dicrolene Intronigra"|862||"fish"|"pearlfish"||||||||||||||||"XXXXX"
"Fawn Cusk Eel"|650||"fish"|"pearlfish"||"demersal"||"55;365"|||||27||||"uncommon"|||"XXXXX"
"Lepophidium"|972||"fish"|"pearlfish"||||||||||||||||"XXXXX"
"Monomitopus Agassizi"|870|"no"|"fish"|"pearlfish"||"benthopelagic"||"48;1125"|||||19.5|||||||"XXXXX"
"Mooneye Cusk-Eel"|654||"fish"|"pearlfish"||||||||||||||||"XXXXX"
"Polka-Dot Cusk-Eel"|950||"fish"|"pearlfish"||||||||||||||||"XXXXX"
"Cusk Eel, Pudgy Cusk Eel"|1018||"fish"|"pearlfish"||"bathydemersal"||"800;4300"|"tropical;temperate"||||127|||||2||"XXXXX"
"Spectrunculus Grandis"|1046||"fish"|"pearlfish"||||||||||||||2||"XXXXX"
"Brotulids"|952||"fish"|"pearlfish"||||||||||||||||"XXXXX"
"Cusk-Eels (Ophidiidae/Brotulidae)"|649||"fish"|"pearlfish"||||||||||||||||"XXXXX"
"Cusk Eels"|660||"fish"|"pearlfish"||||||||||||||||"XXXXX"
"Beardfish"|771||"fish"|"beardfish"||"bathydemersal"|"soft bottom"|"50;600"|||||20|||||||"XXXXX"
"Stout Beard Fish"|744||"fish"|"beardfish"|"shelf;slope"|"bathydemersal"|"semi hard bottom;soft bottom"|"100;770"|||||48|||||||"XXXXX"
"Agassiz' Smoothhead"|594|"no"|"fish"||"shelf;oceanic"|"bathydemersal"|"sand;clay"|"600;2500"|"5;5.5"|"benthivore/?:ctenophores;crustaceans;echinoderms;polychaetes"|||79||||"Gregarious"|||"XXXXX"
"Bairds Smoothead"|724|"no"|"fish"|||"bathydemersal"|"ooze;sand"|"365;1700 (typically 366 in Northwest Atlantic)"|5|"benthivore/piscivore:coelenterates;decapods;tunicates;fishes"|||100||38|||||"XXXXX"
"Slickheads, Alepocephalus"|979||"fish"|||||||||||||||||"XXXXX"
"Bigeye Smooth-Head"|596|"no"|"fish"||"oceanic"|"bathypelagic"||"150;3200, (adults typically 820;1425)"|5||||40|||||||"XXXXX"
"Bellocia"|1033||"fish"|||||||||||||||||"XXXXX"
"Slickhead"|749||"fish"|||"bathypelagic"||"2400;4200"|||||73|||||||"XXXXX"
"Einara Edentula"|896||"fish"|||"bathypelagic"||"700;2000"|||||20.3|||||||"XXXXX"
"Narcetes Stomias"|1035|"no"|"fish"|||"bathypelagic"||"1500;2300"|||||57.5|||||||"XXXXX"
"Narcetes"|1034||"fish"|||||||||||||||||"XXXXX"
"Photostylus Pycnopterus"|895||"fish"|||||||||||||||||"XXXXX"
"Madeiran Smoothhead"|963|"no"|"fish"|||"bathypelagic"||"595;1450"|||||32|||||||"XXXXX"
"Rouleina Attrita, Softskin Smooth-head"|1017||"fish"|||"bathypelagic"||"450;2300"|3||||48|||||||"XXXXX"
"Rouleina"|1052||"fish"|||||||||||||||||"XXXXX"
"Atlantic Gymnast, Bluntsnout Smoothhead"|725|"no"|"fish"||"near slopes"|"bathypelagic"||"100;2650"||"zooplanktivore:euphausiids;copepods;amphipods;decapod zoea;ostracods;small cephalopods"|||20.3|||||||"XXXXX"
"Smoothheads"|968||"fish"|||||||||||||||||"XXXXX"
"Argentine(Atlantic)"|160|"no"|"fish"||"shelf"|"pelagic"||"140;1,440,  prefer 182.8;255.9"|"7;10"|"zooplanktivore:euphausiids;amphipods;squid;ctenophores;fish"|||45.7||35|"10,000;38,599"|"prefer salinity 34ppt"|||"XXXXX"
"Striated Argentine"|161|"no"|"fish"||"shelf;slope"|"demersal"|"mud"|"95;500, ?;365.6"||"zooplanktivore"|||21|||||||"XXXXX"
"Glossanodon"|378||"fish"|||||||||||||||||"XXXXX"
"Argentines"|288|"no"|"fish"|||"pelagic"||||||||||||||"XXXXX"
"Bathylagus Berycoides"|526||"fish"|||||||||||||||||"XXXXX"
"Bathylagus Compsus, Longsnout Blacksmelt"|291|"no"|"fish"||"shelf"|"bathypelagic"|"pelagic:diurnal vertical migrations"|"200;945"||"planktivore"|||17.5|||||||"XXXXX"
"Goitre Blacksmelt"|176|"no"|"fish"||"shelf"|"bathypelagic"||"500;1500. most abundant at 548;1352"|"temperate;subarctic"|"planktivore:crustaceans"|||19|||||||"XXXXX"
"Bathylagus Greyae"|347|"no"|"fish"||"shelf"|"bathypelagic"|"pelagic:diurnal vertical migrations"|"25;1000 (600;900daytime and 25;500night) "||"planktivore"|||16|||||||"XXXXX"
"Blacksmelts"|295||"fish"|||||||||||||||||"XXXXX"
"Deepsea Smelts"|276||"fish"|||||||||||||||||"XXXXX"
"Microstoma Microstoma"|421||"fish"|||||||||||||||||"XXXXX"
"Large-Eyed Argentine, Greenland Argentine"|162|"no"|"fish"|||"bathypelagic"||"0;1400"|||||24.5||||"Mainly in Eastern Atlantic."|||"XXXXX"
"Nansenia Oblita"|561||"fish"|||"pelagic"||"300;500"|||||18||||"Mainly in Eastern Atlantic."|||"XXXXX"
"Dolichopteryx Binocularis"|539|"no"|"fish"||"shelf"|"bathypelagic"||"500,  960;1200"|"tropical;temperate"||||24.2|||||||"XXXXX"
"Opisthoproctus Soleatus, Barrel-eye"|564|"no"|"fish"|||"pelagic"||"300;800"|||||10.5|||||||"XXXXX"
"Capelin"|64|"yes"|"fish"||"inshore(spawning);shelf;offshore"|"pelagic"|"Arctic; subarctic. Inshore spawning populations spawn on pebble beaches."|"0;400"|" -1.5;14"|"zooplanktivore:copepods(Calanus);euphasiids;marine worms;small fish"|"2;4"|14|25.2|59|6|"1,000;50,000"|"Possibly to 725m depth range. Preyed on by humans, fish, whales, birds. Very important food fish!"||"http://icesjms.oxfordjournals.org/cgi/content/full/62/7/1524, http://www.ices.dk/committe/acom/comwork/report/2007/oct/cap-bars.pdf, http://article.pubs.nrc-cnrc.gc.ca/ppv/RPViewDoc?issn=1205-7533&volume=55&issue=3&startPage=631"|"XXXXX"
"Rainbow Smelt"|63|"yes"|"fish"||"inshore;shelf;anadromous"|"pelagic"||"0;150"|"7.2;15.6"|"benthivore/piscivore:amphipods;ostracods; aquatic insect larvae;aquatic worms;silversides;mummichogs;herring;smelt"|||35.6||6|"7,000;60,000"|"schooling."|||"XXXXX"
"Smelts"|337||"fish"|||||||||||||||||"XXXXX"
"Holtbryrnia"|1036||"fish"|||||||||||||||||"XXXXX"
"Holtbyrnia Anomala, Bighead Searsid"|914||"fish"|||"pelagic"||"700;2700"|||||25|||||||"XXXXX"
"Mentodus Rostratus"|726||"fish"|||||||||||||||||"XXXXX"
"Normichthys Operosus"|915||"fish"|||||||||||||||||"XXXXX"
"Searsia Koefoedi"|889|"no"|"fish"|||"bathypelagic"||"450;1500"|"tropical;subtropical"||||15|||||||"XXXXX"
"Tube Shouders, Searsiid"|961||"fish"|||||||||||||||||"XXXXX"
"Argentinoid"|153||"fish"|||||||||||||||||"XXXXX"
"Loosejaws"|819||"fish"|||||||||||||||||"XXXXX"
"Lake Whitefish"|66|"yes"|"fish"|"Salmonid"|"inland;inshore"|"demersal"|"Few lakes in NS. Freshwater;brackish"|"18;128"|"temperate"|"benthivore/piscivore:aquatic insect larvae;molluscs;amphipods;fish;fish eggs "|||100|19|50|||||"XXXXX"
"Atlantic Whitefish"|67|"no"|"fish"|"Salmonid"|"inshore;anadramous"|"pelagic"|"Lunenburg population is landlocked"||"temperate"|"benthivore:amphipods;small periwinkles;marine worms;decapods"|||40||||||"Species name may historically have been canadensis"|"XXXXX"
"Pink Salmon"|68||"fish"|"Salmonid"|"anadromous"|||||||||||||||"XXXXX"
"Rainbow Trout"|69|"yes"|"fish"|"Salmonid"|"inshore;anadromous (some)"|"benthopelagic"|"streams;ponds;lakes;tributaries"|"0;200"|"10;24"|"benthivore/piscivore:crustaceans;squid;insects;mollusks;fish eggs;minnows, and other small fishes "|||120|"25.8 (2.7 in NS)"|11|"1,000;4,000"||||"XXXXX"
"Atlantic Salmon"|65|"yes"|"fish"|"Salmonid"|"anadromous"|"benthopelagic"|"gravel bottom rivers"|"0;210"|"4;12 (at sea)"|"zooplanktivore/piscivore:euphausiids;amphipods;decapods;herring;capelin;smelt;mackerel;sandlance;small cod"|"2 sea years"|71|150|25.1|13|8,000|"Young salmon preyed on by ducks;kingfishers;eels;cormorants;gulls.  Sea salmon preyed on by seals;sharks;pollock;tuna;osprey;bald eagles."|||"XXXXX"
"Brown Trout"|75|"yes"|"fish"|"Salmonid"|"inshore;anadromous (some)"|"pelagic"|"cool rivers and lakes. freshwater;brackish.  Sea run fish stay in estuaries, bays"|"0;?"|"12;19"|"insects;worms;crustaceans;molluscs;fish;salamanders;frogs"|||140|"50 (13 in Canada)"|14|"300;10,000"|"diurnal"|||"XXXXX"
"Trouts"|273||"fish"|"Salmonid"||||||||||||||||"XXXXX"
"Arctic Char"|76|"no"|"fish"|"Salmonid"|"anadromous"|"benthopelagic"|"deep runs and pools of medium to large rivers, and lakes"|"30;70"|"4;16"|"zooplanktivore:planktonic crustaceans;amphipods;mollusks;insects;fishes"|||107|15|40||"Extremely sensitive to water pollution. Anadromous individuals spend considerable time at sea."|||"XXXXX"
"Brook Trout, Speckled Trout"|77|"yes"|"fish"|"Salmonid"|"inshore;anadramous"|"demersal"|"from tiny ponds to large rivers, lakes, and salt water estuaries. clear, cool, well-oxygenated"|"0;25"|"10;18"|"benthivore/piscivore:mayflies;caddis flies;midges;beetles;leeches;small fish;molluscs;frogs;salamanders"|||86|9.3|7|500|"Probably migrate to sea in response to crowded conditions, low food supplies, or unfavourable temperatures. Some over-winter in estuaries, and there are shore movements along our coast. Don't all migrate, and don't necessarily go every year. Sea-run speckled trout live longer and grow larger than strictly freshwater speckled trout."|||"XXXXX"
"Salmon"|980||"fish"|"Salmonid"|"anadromous"|||||||||||||||"XXXXX"
"Stomiatoid, Deep Sea Scaley Dragonfish"|151||"fish"|||||||||||||||||"XXXXX"
"Salmoniformes"|294||"fish"|||||||||||||||||"XXXXX"
"Glacier Lanternfish"|157|"no"|"fish"|"Lanternfish"||"mesopelagic"|"pelagic:diurnal vertical migrations. non migratory"|"0;530"|"4;16 (optimal)"|"zooplanktivore: Calanus sp and euphausiids"|||10.3||8||"Most common lanternfish around here. Older, larger fish found deeper at night than young fish"|||"XXXXX"
"Benthosema Suborbitale"|473|"no"|"fish"|"Lanternfish"|"slope"|"mesopelagic"|"pelagic:diurnal vertical migrations"|"10;800"|"temperate"|"zooplanktivore"|||3.8||1||"Not very common around here."|||"XXXXX"
"Benthosema"|286|"no"|"fish"|"Lanternfish"||||||||||||||||"XXXXX"
"Bolinichthys Indicus"|529|"no"|"fish"|"Lanternfish"||"pelagic"|"pelagic:diurnal vertical migrations. non migratory"|"25;900"|||||4.5||||"Size stratification with depth"|||"XXXXX"
"Bolinichthys Photothorax"|292|"no"|"fish"|"Lanternfish"|"slope"|"mesopelagic"|"pelagic:diurnal vertical migrations"|"40;750"|||||7.3|||||||"XXXXX"
"Bolinichthys Supralateralis"|462|"no"|"fish"|"Lanternfish"||"mesopelagic"|"pelagic:diurnal vertical migrations. non migratory"|"40;850"|||||11.7|||||||"XXXXX"
"Bolinichthys"|860|"no"|"fish"|"Lanternfish"||||||||||||||||"XXXXX"
"Centrobranchus Nigro-Ocel"|124|"no"|"fish"|"Lanternfish"||"mesopelagic"|"pelagic:diurnal vertical migrations"|"200;800"|"tropical; subtropical"||||5|||||||"XXXXX"
"Horned Lanternfish"|163|"no"|"fish"|"Lanternfish"|"oceanodromous"|"bathypelagic"|"pelagic:diurnal vertical migrations"|"33;1000"||"zooplanktivore: copepods;planktonic crustaceans"|||7||||"Schooling. Size stratification with depth."|||"XXXXX"
